x	y	showSelected1
1585333800	20	Jammu and Kashmir
1585333800	55	Karnataka
1585333800	176	Kerala
1585333800	13	Ladakh
1585333800	30	Madhya Pradesh
1585333800	180	Maharashtra
1585333800	1	Manipur
1585333800	1	Mizoram
1585333800	3	Odisha
1585333800	1	Puducherry
1585333800	38	Punjab
1585333800	54	Rajasthan
1585333800	40	Tamil Nadu
1585333800	56	Telengana
1585333800	5	Uttarakhand
1585333800	55	Uttar Pradesh
1585333800	15	West Bengal
1585420200	19	Andhra Pradesh
1585420200	9	Andaman and Nicobar Islands
1585420200	11	Bihar
1585420200	8	Chandigarh
1585420200	7	Chhattisgarh
1585420200	49	Delhi
1585420200	5	Goa
1585420200	58	Gujarat
1585420200	33	Haryana
1585420200	3	Himachal Pradesh
1585420200	31	Jammu and Kashmir
1585420200	76	Karnataka
1585420200	182	Kerala
1585420200	13	Ladakh
1585420200	30	Madhya Pradesh
1585420200	186	Maharashtra
1585420200	1	Manipur
1585420200	1	Mizoram
1585420200	3	Odisha
1585420200	1	Puducherry
1585420200	38	Punjab
1585420200	55	Rajasthan
1585420200	49	Tamil Nadu
1585420200	66	Telengana
1585420200	7	Uttarakhand
1585420200	65	Uttar Pradesh
1585420200	18	West Bengal
1585506600	23	Andhra Pradesh
1585506600	9	Andaman and Nicobar Islands
1585506600	15	Bihar
1585506600	8	Chandigarh
1585506600	7	Chhattisgarh
1585506600	87	Delhi
1585506600	5	Goa
1585506600	69	Gujarat
1585506600	36	Haryana
1585506600	3	Himachal Pradesh
1585506600	48	Jammu and Kashmir
1585506600	83	Karnataka
1585506600	202	Kerala
1585506600	13	Ladakh
1585506600	47	Madhya Pradesh
1585506600	198	Maharashtra
1585506600	1	Manipur
1585506600	1	Mizoram
1585506600	3	Odisha
1585506600	1	Puducherry
1585506600	38	Punjab
1585506600	59	Rajasthan
1585506600	67	Tamil Nadu
1585506600	71	Telengana
1585506600	7	Uttarakhand
1585506600	82	Uttar Pradesh
1585506600	22	West Bengal
1585506600	46	Unassigned
1585593000	40	Andhra Pradesh
1585593000	10	Andaman and Nicobar Islands
1585593000	15	Bihar
1585593000	13	Chandigarh
1585593000	8	Chhattisgarh
1585593000	97	Delhi
1585593000	5	Goa
1585593000	73	Gujarat
1585593000	40	Haryana
1585593000	3	Himachal Pradesh
1585593000	54	Jammu and Kashmir
1585593000	83	Karnataka
1585593000	234	Kerala
1585593000	13	Ladakh
1585593000	47	Madhya Pradesh
1585593000	216	Maharashtra
1585593000	1	Manipur
1585593000	1	Mizoram
1585593000	3	Odisha
1585593000	1	Puducherry
1585593000	41	Punjab
1585593000	74	Rajasthan
1585593000	74	Tamil Nadu
1585593000	79	Telengana
1585593000	7	Uttarakhand
1585593000	101	Uttar Pradesh
1585593000	26	West Bengal
1585593000	38	Unassigned
1585679400	83	Andhra Pradesh
1585679400	10	Andaman and Nicobar Islands
1585679400	1	Assam
1585679400	23	Bihar
1585679400	16	Chandigarh
1585679400	9	Chhattisgarh
1585679400	152	Delhi
1585679400	5	Goa
1585679400	82	Gujarat
1585679400	43	Haryana
1585679400	3	Himachal Pradesh
1585679400	62	Jammu and Kashmir
1585679400	1	Jharkhand
1585679400	101	Karnataka
1585679400	241	Kerala
1585679400	13	Ladakh
1585679400	66	Madhya Pradesh
1585679400	302	Maharashtra
1585679400	1	Manipur
1585679400	1	Mizoram
1585679400	4	Odisha
1585679400	3	Puducherry
1585679400	42	Punjab
1585679400	93	Rajasthan
1585679400	234	Tamil Nadu
1585679400	96	Telengana
1585679400	7	Uttarakhand
1585679400	103	Uttar Pradesh
1585679400	37	West Bengal
1585765800	86	Andhra Pradesh
1585765800	10	Andaman and Nicobar Islands
1585765800	5	Assam
1585765800	24	Bihar
1585765800	16	Chandigarh
1585765800	9	Chhattisgarh
1585765800	219	Delhi
1585765800	5	Goa
1585765800	87	Gujarat
1585765800	43	Haryana
1585765800	3	Himachal Pradesh
1585765800	62	Jammu and Kashmir
1585765800	1	Jharkhand
1585765800	110	Karnataka
1585765800	265	Kerala
1585765800	13	Ladakh
1585765800	99	Madhya Pradesh
1585765800	335	Maharashtra
1585765800	1	Manipur
1585765800	1	Mizoram
1585765800	4	Odisha
1585765800	3	Puducherry
1585765800	46	Punjab
1585765800	108	Rajasthan
1585765800	234	Tamil Nadu
1585765800	107	Telengana
1585765800	7	Uttarakhand
1585765800	113	Uttar Pradesh
1585765800	53	West Bengal
1585852200	132	Andhra Pradesh
1585852200	10	Andaman and Nicobar Islands
1585852200	1	Arunachal Pradesh
1585852200	16	Assam
1585852200	29	Bihar
1585852200	18	Chandigarh
1585852200	9	Chhattisgarh
1585852200	219	Delhi
1585852200	6	Goa
1585852200	95	Gujarat
1585852200	49	Haryana
1585852200	6	Himachal Pradesh
1585852200	75	Jammu and Kashmir
1585852200	2	Jharkhand
1585852200	124	Karnataka
1585852200	286	Kerala
1585852200	14	Ladakh
1585852200	104	Madhya Pradesh
1585852200	335	Maharashtra
1585852200	2	Manipur
1585852200	1	Mizoram
1585852200	5	Odisha
1585852200	5	Puducherry
1585852200	48	Punjab
1585852200	167	Rajasthan
1585852200	309	Tamil Nadu
1585852200	158	Telengana
1585852200	10	Uttarakhand
1585852200	172	Uttar Pradesh
1585852200	63	West Bengal
1585852200	77	Unassigned
1585938600	161	Andhra Pradesh
1585938600	10	Andaman and Nicobar Islands
1585938600	1	Arunachal Pradesh
1585938600	24	Assam
1585938600	30	Bihar
1585938600	18	Chandigarh
1585938600	9	Chhattisgarh
1585938600	445	Delhi
1585938600	7	Goa
1585938600	105	Gujarat
1585938600	49	Haryana
1585938600	6	Himachal Pradesh
1585938600	75	Jammu and Kashmir
1585938600	2	Jharkhand
1585938600	128	Karnataka
1585938600	295	Kerala
1585938600	14	Ladakh
1585938600	104	Madhya Pradesh
1585938600	490	Maharashtra
1585938600	2	Manipur
1585938600	1	Mizoram
1585938600	5	Odisha
1585938600	5	Puducherry
1585938600	57	Punjab
1585938600	200	Rajasthan
1585938600	411	Tamil Nadu
1585938600	159	Telengana
1585938600	16	Uttarakhand
1585938600	174	Uttar Pradesh
1585938600	69	West Bengal
1586025000	190	Andhra Pradesh
1586025000	10	Andaman and Nicobar Islands
1586025000	1	Arunachal Pradesh
1586025000	26	Assam
1586025000	30	Bihar
1586025000	18	Chandigarh
1586025000	9	Chhattisgarh
1586025000	503	Delhi
1586025000	7	Goa
1586025000	122	Gujarat
1586025000	59	Haryana
1586025000	6	Himachal Pradesh
1586025000	106	Jammu and Kashmir
1586025000	3	Jharkhand
1586025000	144	Karnataka
1586025000	306	Kerala
1586025000	14	Ladakh
1586025000	165	Madhya Pradesh
1586025000	490	Maharashtra
1586025000	2	Manipur
1586025000	1	Mizoram
1586025000	20	Odisha
1586025000	5	Puducherry
1586025000	57	Punjab
1586025000	200	Rajasthan
1586025000	485	Tamil Nadu
1586025000	269	Telengana
1586025000	22	Uttarakhand
1586025000	227	Uttar Pradesh
1586025000	80	West Bengal
1586111400	226	Andhra Pradesh
1586111400	10	Andaman and Nicobar Islands
1586111400	1	Arunachal Pradesh
1586111400	26	Assam
1586111400	32	Bihar
1586111400	18	Chandigarh
1586111400	10	Chhattisgarh
1586111400	523	Delhi
1586111400	7	Goa
1586111400	144	Gujarat
1586111400	84	Haryana
1586111400	13	Himachal Pradesh
1586111400	109	Jammu and Kashmir
1586111400	4	Jharkhand
1586111400	151	Karnataka
1586111400	314	Kerala
1586111400	14	Ladakh
1586111400	165	Madhya Pradesh
1586111400	748	Maharashtra
1586111400	2	Manipur
1586111400	1	Mizoram
1586111400	21	Odisha
1586111400	5	Puducherry
1586111400	76	Punjab
1586111400	274	Rajasthan
1586111400	571	Tamil Nadu
1586111400	321	Telengana
1586111400	26	Uttarakhand
1586111400	305	Uttar Pradesh
1586111400	80	West Bengal
1586197800	266	Andhra Pradesh
1586197800	10	Andaman and Nicobar Islands
1586197800	1	Arunachal Pradesh
1586197800	26	Assam
1586197800	32	Bihar
1586197800	18	Chandigarh
1586197800	10	Chhattisgarh
1586197800	576	Delhi
1586197800	7	Goa
1586197800	165	Gujarat
1586197800	90	Haryana
1586197800	13	Himachal Pradesh
1586197800	116	Jammu and Kashmir
1586197800	4	Jharkhand
1586197800	175	Karnataka
1586197800	327	Kerala
1586197800	14	Ladakh
1586197800	229	Madhya Pradesh
1586197800	868	Maharashtra
1586197800	2	Manipur
1586197800	1	Mizoram
1586197800	42	Odisha
1586197800	5	Puducherry
1586197800	91	Punjab
1586197800	288	Rajasthan
1586197800	621	Tamil Nadu
1586197800	364	Telengana
1586197800	1	Tripura
1586197800	31	Uttarakhand
1586197800	305	Uttar Pradesh
1586197800	91	West Bengal
1586284200	305	Andhra Pradesh
1586284200	10	Andaman and Nicobar Islands
1586284200	1	Arunachal Pradesh
1586284200	27	Assam
1586284200	38	Bihar
1586284200	18	Chandigarh
1586284200	10	Chhattisgarh
1586284200	576	Delhi
1586284200	7	Goa
1586284200	165	Gujarat
1586284200	147	Haryana
1586284200	18	Himachal Pradesh
1586284200	116	Jammu and Kashmir
1586284200	4	Jharkhand
1586284200	175	Karnataka
1586284200	336	Kerala
1586284200	14	Ladakh
1586284200	229	Madhya Pradesh
1586284200	1018	Maharashtra
1586284200	2	Manipur
1586284200	1	Mizoram
1586284200	42	Odisha
1586284200	5	Puducherry
1586284200	91	Punjab
1586284200	328	Rajasthan
1586284200	690	Tamil Nadu
1586284200	427	Telengana
1586284200	1	Tripura
1586284200	31	Uttarakhand
1586284200	343	Uttar Pradesh
1586284200	99	West Bengal
1586370600	348	Andhra Pradesh
1586370600	11	Andaman and Nicobar Islands
1586370600	1	Arunachal Pradesh
1586370600	28	Assam
1586370600	39	Bihar
1586370600	18	Chandigarh
1586370600	10	Chhattisgarh
1586370600	669	Delhi
1586370600	7	Goa
1586370600	179	Gujarat
1586370600	169	Haryana
1586370600	18	Himachal Pradesh
1586370600	158	Jammu and Kashmir
1586370600	13	Jharkhand
1586370600	181	Karnataka
1586370600	345	Kerala
1586370600	14	Ladakh
1586370600	259	Madhya Pradesh
1586370600	1135	Maharashtra
1586370600	2	Manipur
1586370600	1	Mizoram
1586370600	42	Odisha
1586370600	5	Puducherry
1586370600	101	Punjab
1586370600	383	Rajasthan
1586370600	738	Tamil Nadu
1586370600	442	Telengana
1586370600	1	Tripura
1586370600	35	Uttarakhand
1586370600	410	Uttar Pradesh
1586370600	103	West Bengal
1586457000	363	Andhra Pradesh
1586457000	11	Andaman and Nicobar Islands
1586457000	1	Arunachal Pradesh
1586457000	29	Assam
1586457000	60	Bihar
1586457000	18	Chandigarh
1586457000	10	Chhattisgarh
1586457000	898	Delhi
1586457000	7	Goa
1586457000	241	Gujarat
1586457000	169	Haryana
1586457000	28	Himachal Pradesh
1586457000	184	Jammu and Kashmir
1586457000	13	Jharkhand
1586457000	197	Karnataka
1586457000	357	Kerala
1586457000	15	Ladakh
1586457000	259	Madhya Pradesh
1586457000	1364	Maharashtra
1586457000	2	Manipur
1586457000	1	Mizoram
1586457000	44	Odisha
1586457000	5	Puducherry
1586457000	132	Punjab
1586457000	463	Rajasthan
1586457000	834	Tamil Nadu
1586457000	473	Telengana
1586457000	1	Tripura
1586457000	35	Uttarakhand
1586457000	431	Uttar Pradesh
1586457000	116	West Bengal
1586543400	381	Andhra Pradesh
1586543400	11	Andaman and Nicobar Islands
1586543400	1	Arunachal Pradesh
1586543400	29	Assam
1586543400	60	Bihar
1586543400	18	Chandigarh
1586543400	18	Chhattisgarh
1586543400	903	Delhi
1586543400	7	Goa
1586543400	308	Gujarat
1586543400	177	Haryana
1586543400	28	Himachal Pradesh
1586543400	207	Jammu and Kashmir
1586543400	17	Jharkhand
1586543400	214	Karnataka
1586543400	364	Kerala
1586543400	15	Ladakh
1586543400	443	Madhya Pradesh
1586543400	1574	Maharashtra
1586543400	2	Manipur
1586543400	1	Mizoram
1586543400	48	Odisha
1586543400	7	Puducherry
1586543400	132	Punjab
1586543400	553	Rajasthan
1586543400	911	Tamil Nadu
1586543400	504	Telengana
1586543400	2	Tripura
1586543400	35	Uttarakhand
1586543400	433	Uttar Pradesh
1586543400	126	West Bengal
1586629800	381	Andhra Pradesh
1586629800	11	Andaman and Nicobar Islands
1586629800	1	Arunachal Pradesh
1586629800	29	Assam
1586629800	64	Bihar
1586629800	19	Chandigarh
1586629800	25	Chhattisgarh
1586629800	1069	Delhi
1586629800	7	Goa
1586629800	432	Gujarat
1586629800	185	Haryana
1586629800	32	Himachal Pradesh
1586629800	224	Jammu and Kashmir
1586629800	17	Jharkhand
1586629800	226	Karnataka
1586629800	374	Kerala
1586629800	15	Ladakh
1586629800	564	Madhya Pradesh
1586629800	1761	Maharashtra
1586629800	2	Manipur
1586629800	1	Mizoram
1586629800	54	Odisha
1586629800	7	Puducherry
1586629800	151	Punjab
1586629800	700	Rajasthan
1586629800	969	Tamil Nadu
1586629800	504	Telengana
1586629800	2	Tripura
1586629800	35	Uttarakhand
1586629800	452	Uttar Pradesh
1586629800	134	West Bengal
1586716200	432	Andhra Pradesh
1586716200	11	Andaman and Nicobar Islands
1586716200	1	Arunachal Pradesh
1586716200	31	Assam
1586716200	64	Bihar
1586716200	21	Chandigarh
1586716200	31	Chhattisgarh
1586716200	1154	Delhi
1586716200	7	Goa
1586716200	539	Gujarat
1586716200	185	Haryana
1586716200	32	Himachal Pradesh
1586716200	245	Jammu and Kashmir
1586716200	19	Jharkhand
1586716200	247	Karnataka
1586716200	376	Kerala
1586716200	15	Ladakh
1586716200	604	Madhya Pradesh
1586716200	1985	Maharashtra
1586716200	2	Manipur
1586716200	1	Mizoram
1586716200	1	Nagaland
1586716200	54	Odisha
1586716200	7	Puducherry
1586716200	167	Punjab
1586716200	812	Rajasthan
1586716200	1075	Tamil Nadu
1586716200	562	Telengana
1586716200	2	Tripura
1586716200	35	Uttarakhand
1586716200	483	Uttar Pradesh
1586716200	152	West Bengal
1586802600	473	Andhra Pradesh
1586802600	11	Andaman and Nicobar Islands
1586802600	1	Arunachal Pradesh
1586802600	31	Assam
1586802600	66	Bihar
1586802600	21	Chandigarh
1586802600	31	Chhattisgarh
1586802600	1510	Delhi
1586802600	7	Goa
1586802600	617	Gujarat
1586802600	199	Haryana
1586802600	32	Himachal Pradesh
1586802600	270	Jammu and Kashmir
1586802600	24	Jharkhand
1586802600	258	Karnataka
1586802600	379	Kerala
1586802600	15	Ladakh
1586802600	730	Madhya Pradesh
1586802600	2337	Maharashtra
1586802600	2	Manipur
1586802600	1	Meghalaya
1586802600	1	Mizoram
1586802600	1	Nagaland
1586802600	55	Odisha
1586802600	7	Puducherry
1586802600	176	Punjab
1586802600	879	Rajasthan
1586802600	1173	Tamil Nadu
1586802600	624	Telengana
1586802600	2	Tripura
1586802600	35	Uttarakhand
1586802600	657	Uttar Pradesh
1586802600	190	West Bengal
1586889000	11	Andaman and Nicobar Islands
1586889000	503	Andhra Pradesh
1586889000	1	Arunachal Pradesh
1586889000	33	Assam
1586889000	70	Bihar
1586889000	21	Chandigarh
1586889000	33	Chhattisgarh
1586889000	1561	Delhi
1586889000	7	Goa
1586889000	695	Gujarat
1586889000	199	Haryana
1586889000	33	Himachal Pradesh
1586889000	278	Jammu and Kashmir
1586889000	27	Jharkhand
1586889000	277	Karnataka
1586889000	387	Kerala
1586889000	17	Ladakh
1586889000	987	Madhya Pradesh
1586889000	2687	Maharashtra
1586889000	2	Manipur
1586889000	7	Meghalaya
1586889000	1	Mizoram
1586889000	0	Nagaland
1586889000	60	Odisha
1586889000	7	Puducherry
1586889000	186	Punjab
1586889000	1005	Rajasthan
1586889000	1204	Tamil Nadu
1586889000	647	Telengana
1586889000	2	Tripura
1586889000	37	Uttarakhand
1586889000	735	Uttar Pradesh
1586889000	213	West Bengal
1586975400	11	Andaman and Nicobar Islands
1586975400	534	Andhra Pradesh
1586975400	1	Arunachal Pradesh
1586975400	33	Assam
1586975400	74	Bihar
1586975400	21	Chandigarh
1586975400	33	Chhattisgarh
1586975400	1578	Delhi
1586975400	7	Goa
